id,Russian,English,orthography,transcription,prs,form2,form3,pos,additional_forms,kk,jena200,gld110,def_RU,context
577,ЛЕСТНИЦА,STAIRS,мулъур,muɬur,,мулъурал,мулъурди,n,,389,0,0,"Непрерывная последовательность ступеней, соединяющая два уровня. (Concepticon)",1. В дом заходят по лестнице. 2. По этой лестнице можно пройти на крышу.
578,ПОСТЕЛЬ,BEDCLOTHES,берхьван,berxʷan,,берхьванул,берхьванди,n,вудив берхьванди эгу - он в постели,472,0,0,"Место для сна: матрац, одеяло и подушка. Традиционно кровати не использовались, поэтому слово ПОСТЕЛЬ в дагестанском контексте менее маркировано.",Постель состоит из матраца и одеяла.
579,ПОДУШКА,PILLOW,къелъин,qʼeɬin,,къелъинал,къелъинди,n,,0,0,0,Мягкая подкладка под голову для сна. (Concepticon),Во время сна голову кладут на подушку.
580,ОДЕЯЛО,BLANKET,иргъан,irʁan,,иргъанул,иргъанди,n,,0,0,0,"Большой текстильный предмет, которым накрываются во время сна для поддержания тепла.","Чтобы было тепло, во сне укрываются одеялом."
581,КОЛЫБЕЛЬ,CRADLE,кини,kini,,кинил,кинибади,n,вудив кинини эгу - он в колыбели,368,0,0,"Кроватка для младенца (как правило, качающаяся).","1. Когда рождается ребёнок, носят люльку. 2. Малыш качается в колыбели."
582,ЮЛА,SPINNING TOP,ихтур,iχtur,,ихтурал,ихтурди,n,,369,0,0,"Детская игрушка, которую раскручивают при помощи верёвки.","1. На току дети гоняют юлы. 2. Юла — игрушка, которая быстро крутится."
583,СТУЛ,CHAIR,къощда,qʼоšːda,,къощдил,къощдиби,n,,0,0,0,"Предмет мебели, состоящий из сиденья, четырёх ножек и спинки.",У стула четыре ножки и спинка.
584,ТАБУРЕТ,STOOL,къощда,qʼоšːda,,къощдил,къощдиби,n,,354,0,0,"Стул без спинки. Так как исторически стулья и табуреты использовались нечасто, следует указывать слово для традиционного вида табурета.",У табурета три ножки и нет спинки.
585,СТОЛ,TABLE,устул,ustul,,устулал,устулди,n,,0,0,0,"Предмет мебели, состоящий (минимально) из плоской горизонтальной поверхности (столешницы) и четырёх ножек; используется для еды.",Еду кладут на стол.
586,ЛАМПА,LAMP,чирахъ,čiraq,,чирахъул,чирахъиби,n,,0,0,0,"Переносной предмет освещения, имеющий стеклянное покрытие и работающий от топлива (масла, керосина).",Вечером зажигают лампу.
587,СВЕЧА,CANDLE,хӏебул чирахъ,ħebul čiraq,,хӏебул чирахъул,хӏебулӏе чирахъиби,n,,0,0,0,"Источник света, состоящий из фитиля внутри твёрдого, воспламеняевого предмета, такого как воск, жир или парафин. (Concepticon)","1. Свечи делают из воска. 2. Когда нет света, зажигают свечу."
588,ЖЕЛОБ,GUTTER,гӏерхьун,ʕerxun,,гӏерхьунал,гӏерхьунди,n,,391,0,0,"Труба, по которой вода стекает с крыши.",Раньше у каждой крыши был жёлоб.
589,ЖЕЛОБ ДЛЯ ЗЕРНА НА МЕЛЬНИЦЕ,GUTTER FOR GRAIN AT MILL,гумуг,gumug,,гумугул,гумугиби,n,,0,0,0,,
590,ЖЕЛОБ ДЛЯ ВОДЫ НА МЕЛЬНИЦЕ,GUTTER FOR WATER AT MILL,гӏерхьун,ʕerxun,,гӏерхьунал,гӏерхьунди,n,,0,0,0,,
591,КРЫША,ROOF,чардагъ,čardaʁ,,чардагъул,чардагъиби,n,вудив чардагъула э - он на крыше,381,0,0,"Структура, закрывающая здание сверху. (Concepticon)","1. Когда выпадает снег, очищают крышу. 2. У дома есть стены и крыша."
592,БАЛКА,BEAM,чӏеркьа,čʼerʟʼa,,чӏеркьил,чӏеркьиби,n,,378,0,0,"Продолговатый кусок дерева, поддерживающий крышу.",1. Балки ставятся на перекладину. 2. Балки держат потолок.
